Product code,Category,Ingredient List,Serving Size (g),Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Polyunsaturated Fat (g),Monounsaturated Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrate (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Calcium (mg),Iron (mg),Potassium (mg),image_path
501,Breaded_Chicken_Filet,"Mycoprotein (42%), Egg Whites, Wheat Flour (Wheat Flour, Calcium Carbonate, Niacin, Iron, Thiamine), Water, Sunflower Oil, Canola Oil, Contains 2% or less of: Yeast Extract, Wheat Protein, Wheat Gluten, Corn Starch, Potato Dextrin, Pea Fiber, Wheat Flour, Spices, Leavening (Diphosphates, Baking Soda, Ammonium Carbonate), Salt, Calcium Chloride, Calcium Acetate, Pectin, Onion Powder, Garlic Powder, Sugar, Dextrose, Dried Red Bell Pepper, Yeast, Paprika Extract (Color), Spice Extracts (Black Pepper, Capsicum).",130.0,240.0,11.0,2.9,0.0,,,0.0,600.0,23.0,5.3,0.5,0.0,15.0,0.0,0.0,0.0,270.3,images/Breaded_Chicken_Filet/501.jpg
502,Breaded_Chicken_Filet,"Plant structure (51%) (water, SOY protein, WHEAT gluten, potato starch), WHEAT flour, water, vegetable oils (sunflower, rapeseed), breadcrumbs (WHEAT flour, yeast, rapeseed oil, salt, dextrose), fibres (bamboo fibre, psyllium husk, OAT fibre), spices, starch (tapioca, WHEAT), thickener (methyl cellulose), WHEAT gluten, flavourings, yeast extract, salt, acidity regulator (potassium acetate), SOY protein, spirit vinegar, dextrose, acid (citric acid), spice extract, ferric pyrophosphate, vitamin B12. May contain celery and mustard",100.0,231.0,14.0,1.3,0.0,,,0.0,440.0,13.0,7.3,0.6,0.0,8.5,0.0,0.0,0.0,0.0,images/Breaded_Chicken_Filet/502.jpg
506,Breaded_Chicken_Filet,"Water, Coconut Oil, Wheat Gluten, Pea Protein, Sunflower Oil, Canola Oil, Methylcellulose, Tapioca Starch, Sodium Alginate, Salt, Calcium Chloride, Vinegar, Yeast Extract, Garlic, Torula Yeast, Spice, Natural Flavor, Dried Onions. In A Breading Of: Enriched Wheat Flour (Wheat Flour, Niacin, Iron, Ferrous Sulfate, Thiamine Mononitrate, Thiamine, Riboflavin, Folic Acid), Water, Modified Corn Starch, Corn Flour, Spice, Garlic, Cane Sugar, Salt, Vinegar, Flavor, Yeast, Onion Powder, Paprika (Color), Turmeric (Color), Guar Gum. Partially Fried In Canola",113.0,300.0,18.0,5.2,0.0,,,0.0,780.0,27.0,2.9,0.0,0.0,10.0,0.0,0.0,3.2,128.9,images/Breaded_Chicken_Filet/506.jpg
530,Breaded_Chicken_Filet,"Water, Sunflower Oil, Soy Protein, Wheat Flour, Wheat Gluten , LiPI (Sunflower Oil, Natural Flavoring), Wheat Starch, Corn Flour, Coconut Oil, Methylcellulose, Oat Fiber, Wheat Semolina, Breadcrumb (Wheat Flour, Yeast, Salt), Food Starch-Modified, Salt, Natural Flavoring, Spices, Dextrose, Stabilizer (Sodium Acid Pyrophosphate), RaisingAgent (Sodium Carbonates), Garlic Powder, Onion Powder.",100.0,250.0,12.0,4.0,0.0,,,0.0,640.0,24.0,4.0,1.0,1.0,12.0,0.0,50.0,2.2,360.0,images/Breaded_Chicken_Filet/530.jpg
544,Breaded_Chicken_Filet,"Water, Textured Wheat Protein, Soy Protein Concentrate, High Oleic Sunflower Oil, Modified Vegetable Gum, Natural Flavors [Includes Onion], Sea Salt, Pepper), Breadcrumbs (Wheat Flour, Sugar, Salt, Yeast, Sunflower Oil), Water, Rice Flour, Soybean Oil, Bleached Wheat Flour (Bleached Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Salt, Malted Barley Flour",113.0,180.0,10.0,2.1,0.0,,,0.0,330.0,17.0,9.4,0.0,1.0,15.0,0.0,0.0,1.7,0.0,images/Breaded_Chicken_Filet/544.jpg
122,Breakfast_Sausages,"Water, Textured Soy Protein Concentrate, Canola Oil, Vital Wheat Gluten, Soy Protein Isolate, 2% Or Less Of: Methylcellulose, Sugar, Yeast Extract, Salt, Potato Starch, Spices, Paprika, Garlic Powder, Smoke Flavor, Barley Malt Extract, Onion Powder, Crushed Red Pepper, Dried Red Bell Pepper, Modified Food Starch, Natural Flavors, Annatto (color), Oleoresin Paprika (color), Rosemary Extract.",38.0,184.0,9.2,0.0,0.0,0.0,0.0,0.0,710.5,10.5,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,images/Breakfast_Sausages/122.jpg
125,Breakfast_Sausages,"Water, Soy Protein Concentrate, Sunflower Oil, Coconut Oil, 2% Or Less Of: Methylcellulose, Salt, Yeast Extract, Cultured Dextrose, Spices, Food Starch Modified, Onion Powder, Dextrose, Garlic Powder Natural Flavors Citric Acid, Soy Leghemoglobin, Vitamin E (tocopherols), Soy Protein Isolatė, Vitamins & Minerals: Zinc, Vitamins (b3, B6, B2, And B12)",46.0,110.0,7.0,2.5,0.0,0.0,0.0,0.0,310.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,images/Breakfast_Sausages/125.jpg
142,Breakfast_Sausages,"Water, Pea Protein, Expeller-Pressed Canola Oil, Refined Coconut Oil, Natural Flavors, Inactivated Yeast, Rice Protein, Methylcellulose, Yeast Extract [niacin (Vitamin B3), pyridoxine hydrochloride (Vitamin B6), thiamin hydrochloride (Vitamin B1), riboflavin (Vitamin B2), folic acid (Vitamin B9), cyanocobalamin (Vitamin B12)], Apple Extract, Salt, Spices, Pomegranate Extract, Vinegar, Lemon Juice Concentrate, Smoked Paprika, Sunflower Lecithin, Beet Juice Extract (for color), Carrot. ",58.0,180.0,12.0,4.9,0.0,0.0,0.0,0.0,270.0,6.0,0.0,1.2,0.0,11.0,0.0,0.0,2.8,0.0,images/Breakfast_Sausages/142.jpg
146,Breakfast_Sausages,"Water, Soy Protein Concentrate, Soy Flour, Expeller Pressed Canola Oil, Refined Coconut Oil, Seasoning (Spices, Sea Salt, Brown Sugar, Natural Flavor), Methylcellulose, Distilled White Vinegar, Yeast Extract (Yeast Extract, Natural Flavor, Salt), Caramel Color, Citric Acid.

",57.0,158.0,10.5,2.4,0.0,0.0,0.0,0.0,368.4,7.0,0.0,1.4,0.0,10.5,0.0,0.0,0.0,306.8,images/Breakfast_Sausages/146.jpg
216,Breakfast_Sausages,"Water, Fy Protein (Nutritional Fungi Protein), Soy Protein Concentrate, High Oleic Sunflower Oil, Contains <2% of Natural Flavors, Salt, Methylcellulose, Yeast Extract, Vinegar, Modified Food Starch, Acacia, Spices, Black Pepper, Fruit Juice Color, Onion Powder, Lactic Acid, Hydrolyzed Rice Protein.",70.0,130.0,8.0,1.0,0.0,0.0,0.0,0.0,410.0,6.0,4.0,1.0,3.0,9.0,0.0,51.0,1.0,335.0,images/Breakfast_Sausages/216.jpg
237,Breakfast_Sausages,"Filtered Water, Soy Protein Concentrate, Structured Vegetable Protein (Isolated Soy Protein, Wheat Gluten, Wheat Starch), Seasoning (Sugar, Yeast Extract, Salt, Spices, Torula Yeast, Garlic Powder, Onion Powder, Citric Acid, Spice Extractive), Soybean Oil, Soy Sauce (Water, Soybeans, Salt, Alcohol, Wheat), Methylcellulose, Wheat Gluten, Malt Extract, Cellulose Fiber, Beet Juice.",52.0,80.0,2.0,0.0,0.0,,,0.0,630.0,4.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,images/Breakfast_Sausages/237.jpg
280,Breakfast_Sausages,"Water, Pea Protein, Expeller-Pressed Canola Oil, Refined Coconut Oil, Calcium Alginate Casing, Natural Flavors, Yeast, Rice Protein, Chicory Root Fiber, Methylcellulose, Salt, Tapioca Syrup Solids, Tapioca Dextrose, Apple Extract, Psyllium Husk Fiber, Yeast Extract, Potassium Chloride, Pomegranate Extract, Vinegar, Lemon Juice Concentrate, Pea Fiber, Sunflower Lecithin, Beet Powder (for color), Spices, Carrot.",46.0,130.0,9.0,2.2,0.0,0.0,0.0,0.0,240.0,3.0,0.0,1.2,0.2,8.0,0.0,0.0,1.8,0.0,images/Breakfast_Sausages/280.jpg
292,Breakfast_Sausages,"Water, Pea Protein, Canola Oil, Brown Rice Protein, Less Than 2% Of Natural Flavors, Spice, Modified Cellulose (From Plant Fiber), Cane Sugar, Vinegar, Beet Powder (Color), Salt, Yeast Extract.",59.0,170.0,12.0,0.0,0.0,1.2,0.0,0.0,260.0,4.0,1.9,0.0,0.0,11.0,1.5,0.0,1.9,0.0,images/Breakfast_Sausages/292.jpg
303,Breakfast_Sausages,"Water, Soy Protein Concentrate, Sunflower Oil, Coconut Oil, 2% Or Less Of: Methylcellulose, Yeast Extract, Salt, Natural Flavors, Cultured Dextrose, Spices, Food Starch Modified, Onion Powder, Garlic Powder, Citric Acid, Soy Leghemoglobin, Mixed Tocopherols (Antioxidant), Soy Protein Isolate, Vitamins and Minerals: Zinc Gluconate, Niacin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin (Vitamin B2), Vitamin B12",46.0,110.0,7.0,5.3,0.0,3.7,0.0,0.0,310.0,4.0,2.8,1.3,0.0,6.0,0.0,0.0,1.3,0.0,images/Breakfast_Sausages/303.jpg
309,Breakfast_Sausages,"Water, Soy Protein Concentrate, Soy Flour, Expeller Pressed Canola Oil, Refined Coconut Oil, Seasoning (Spices, Sea Salt, Brown Sugar, Natural Flavor), Methylcellulose, Distilled White Vinegar, Yeast Extract(Natural Flavor)), Caramel olor, Citric Acid.",57.0,90.0,6.0,2.5,0.0,0.0,0.0,0.0,210.0,4.0,3.0,0.0,0.0,6.0,0.0,49.0,1.0,280.0,images/Breakfast_Sausages/309.jpg
396,Breakfast_Sausages,"Water, Pea Protein*, Expeller-Pressed Canola Oil, Refined Coconut Oil, Natural Flavors, Inactivated Yeast, Rice Protein, Methylcellulose, Yeast Extract, Apple Extract, Salt, Pomegranate Extract, Vinegar, Lemon Juice Concentrate, Sunflower Lecithin, Beet Juice Extract (for color), Carrot. *Peas are legumes. People with severe allergies to legumes like peanuts should be cautious when introducing pea protein into their diet because of the possibility of a pea allergy. Contains no peanuts or tree nuts.",58.0,180.0,12.0,4.5,0.0,2.0,4.5,0.0,270.0,6.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,images/Breakfast_Sausages/396.jpg
402,Breakfast_Sausages,"Water, Wheat Gluten, Soy Protein Concentrate, Vegetable Oil (Corn, Canola And/Or Sunflower), Soy Flour, Soy Protein Isolate. Contains 2% Or Less Of Maltodextrin, Methylcellulose, Yeast Extract, Salt, Fruit Juice For Color, Natural Flavors, Spices, Sugar, Potato Starch, Konjac Flour, Onion Powder, Soy Sauce (Water, Soybeans, Salt, Wheat).",38.0,80.0,3.0,0.0,0.0,4.3,1.8,0.0,230.0,5.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,images/Breakfast_Sausages/402.jpg
405,Breakfast_Sausages,"Water, Soy Protein Concentrate, High Oleic Sunflower Oil, Natural Flavor, Seasoning (Salt, Spices, Brown Sugar, Natural Flavors), Soy Protein Isolate, Modified Vegetable Gum, Distilled White Vinegar, Caramel Color, Fruit And Vegetable Juice (Color). Contains: Soy.",68.0,140.0,10.0,1.0,0.0,0.0,0.0,0.0,560.0,5.0,3.0,1.0,0.0,9.0,1.9,50.0,1.9,240.0,images/Breakfast_Sausages/405.jpg
407,Breakfast_Sausages,"Water, Pea Protein, Expeller-Pressed Canola Oil, Refined Coconut Oil, Natural Flavors, Inactived Yeast, Rice Protein, Methylcellulose, Yeast Extract [niacin (Vitamin B3), pyridoxine hydrochloride (Vitamin B6), thiamin hydrochloride (Vitamin B1), riboflavin (Vitamin B2), folic acid (Vitamin B9), cyanocobalamin (Vitamin B12)], Apple Extract, Salt, Pomegranate Extract, Vinegar, Lemon Juice Concentrate, Sunflower Lecithin, Beet Juice Extract (for color), Carrot.",58.0,180.0,12.0,2.0,0.0,0.0,0.0,0.0,270.0,6.0,4.0,0.0,3.1,11.0,0.0,0.0,230.0,0.0,images/Breakfast_Sausages/407.jpg
431,Breakfast_Sausages,"Pork, Mechanically Separated Turkey, Water, Contains 2% Or Less: Soy Protein Concentrate, Salt, Spices, Dextrose, Sodium Phosphates, Sugar, Monosodium Glutamate, Flavoring, Bht, Citric Acid, Caramel Color",53.0,210.0,20.0,7.0,0.0,0.0,0.0,40.0,570.0,1.0,0.0,0.0,0.0,6.0,,,,,images/Breakfast_Sausages/431.jpg
462,Breakfast_Sausages,"Fy Protein (Nutritional Fungi Protein), Water, High Oleic Sunflower Oil, Soy Protein Concentrate, Soy Protein Isolate, Cane Sugar, Modified Food Starch, Contains <2% of Natural Flavors, Yeast Extract, Lactic Acid, Hydrolyzed Rice Protein, Salt, Onion Powder, Vinegar, Fruit Juice Color, Methylcellulose, Carrageenan, Spices",70.0,130.0,6.0,3.7,0.0,0.0,4.3,0.0,360.0,11.0,4.5,1.2,0.0,11.0,0.0,0.0,1.0,0.0,images/Breakfast_Sausages/462.jpg
468,Breakfast_Sausages,"Water, Soy Protein Concentrate, Sunflower Oil, Coconut Oil, 2% Or Less Of: Methylcellulose, Salt, Yeast Extract, Natural Flavors, Cultured Dextrose, Food Starch Modified, Dehydrated Onion, Dehydrated Garlic, Citric Acid, Spices, Crushed Red Pepper, Cayenne Pepper, Soy Leghemoglobin, Mixed Tocopherols (Antioxidant), Soy Protein Isolate, Vitamins and Minerals: Zinc Gluconate, Niacin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin (Vitamin B2), Vitamin B12",46.0,110.0,7.0,4.3,0.0,1.8,0.0,0.0,320.0,4.0,2.8,0.0,0.0,6.0,0.0,0.0,1.4,0.0,images/Breakfast_Sausages/468.jpg
488,Breakfast_Sausages,"Water, Soy Protein Concentrate, Canola Oil, Coconut Oil, Potato Starch, Methylcellulose, Spices, Sugar, Chili Pepper, Onion Powder, Garlic Powder, Salt, Oat Fiber, Yeast Extract, Natural Flavor, Potato Maltodextrin, Modified Tapioca Starch, Tapioca Maltodextrin.",65.0,160.0,11.0,3.0,0.0,0.0,0.0,0.0,300.0,7.0,4.0,0.0,0.0,8.0,0.0,50.0,1.2,250.0,images/Breakfast_Sausages/488.jpg
492,Breakfast_Sausages,"Water, Pea Protein, Canola Oil, Brown Rice Protein, Less Than 2% Of Natural Flavors, Spice, Modified Cellulose (From Plant Fiber), Cane Sugar, Vinegar, Beet Powder (Color), Salt, Yeast Extract. In a calcium alginate casing",48.0,160.0,11.0,2.6,0.0,0.0,0.0,0.0,230.0,4.0,1.4,1.5,0.0,10.0,1.8,0.0,1.7,0.0,images/Breakfast_Sausages/492.jpg
542,Breakfast_Sausages,"Water, Textured Pea Protein (Pea Protein, Pea Fiber), Sustainable Palm Oil, Wheat Gluten, Canola Oil, Natural Flavors, Pea and Rice Protein Fermented by Shiitake Mycelia, Malt Extract Flavor, Salt, Spices, Sugar, Methylcellulose, Yeast Extract, Ascorbic Acid, Fruit Juice (color), Spice Extractives, Onion.",47.0,234.0,12.8,2.8,0.0,1.7,3.3,0.0,851.1,6.4,3.8,0.0,0.0,25.5,0.0,0.0,4.3,0.0,images/Breakfast_Sausages/542.jpg
548,Breakfast_Sausages,"Water, Textured Wheat Protein (wheat Gluten, Wheat Flour), Coconut Oil, Pea Protein Concentrate, Vital Wheat Gluten, Canola Oil, Textured Pea Protein, Methylcellulose, Less Than 2% Of: Salt, Malt Extract (malted Barley, Water), Spices, Natural Flavors, Sugar, Canola Lecithin, Garlic Powder, Yeast Extract, Onion Powder, Beet Juice (color), Lactic Acid.",70.0,170.0,10.0,5.0,0.0,1.5,2.5,0.0,410.0,4.0,1.0,1.0,0.0,13.0,0.0,40.0,2.2,0.0,images/Breakfast_Sausages/548.jpg
552,Breakfast_Sausages,"Jackfruit, Water, Soy Flour, Canola Oil, Onion, Salt, 2% Or Less Of: Spices, Natural Flavors, Garlic Powder, Brown Sugar, Yeast Extract, Methylcellulose (Plant Fiber), Sugar, Ginger Oil, Fruit And Vegetable Juice (For Color)",45.0,120.0,8.0,0.5,0.0,0.0,0.0,0.0,360.0,7.0,3.0,1.0,1.0,5.0,0.0,40.0,0.9,290.0,images/Breakfast_Sausages/552.jpg
117,Burgers,"Water, Yellow Pea Protein*, Avocado Oil, Natural Flavors, Brown Rice Protein, Red Lentil Protein, 2% or less of Methylcellulose, Potato Starch, Pea Starch, Potassium Lactate (to preserve freshness), Faba Bean Protein, Apple Extract, Pomegranate Concentrate, Potassium Salt, Spice, Vinegar, Vegetable Juice Color (with Beet)",113.0,230.0,14.0,2.0,0.0,2.5,8.0,0.0,310.0,8.0,2.0,0.0,0.0,21.0,0.0,120.0,4.0,370.0,images/Burgers/117.jpg
124,Burgers,"Filtered Water, Pea Protein, Mushrooms, Onions, Tomato Paste, Chickpea Flour, Organic Oats, Nutritional Yeast, Sunflower Seeds, Flaxseed, Cassava Flour, Vinegar, Chia Seeds, Oat Flour, Avocado Oil, Cumin, Sea Salt, Spinach, Garlic, Smoked Paprika, Black Pepper, Parsley, Beet Powder, Cayenne.",113.0,200.0,7.0,1.0,0.0,0.0,0.0,0.0,460.0,15.0,4.0,1.0,0.0,22.0,0.6,75.0,7.0,570.0,images/Burgers/124.jpg
131,Burgers,"Shiitake Mushroom (46%) (containing natural Sulphites), Water, Coconut Oil, Isolated Soy Protein, Rice, Canola Oil, Tapioca Flour, YeastExtract, Gluten Free Soy Sauce (Water, Soybeans, Salt, Sugar, Corn Starch), Onion Powder, Salt, Tomato Powder, Garlic Powder, Natural Liquid Smoke, Mushroom Powder",110.0,208.0,7.3,5.5,0.0,0.0,0.0,0.0,471.2,25.8,19.8,1.4,0.0,9.7,140.8,96.8,1.7,131.4,images/Burgers/131.jpg
157,Burgers,"Water, Soy Protein Concentrate, Coconut Oil, Sunflower Oil, Natural Flavors, 2% Or Less Of: Potato Protein, Methylcellulose, Yeast Extract, Cultured Dextrose, Food Starch Modified, Soy Leghemoglobin, Salt, Mixed Tocopherols (Antioxidant), Soy Protein Isolate, Zinc Gluconate, Thiamine Hydrochloride (Vitamin B1), Niacin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin (Vitamin B2), Vitamin B12",113.0,240.0,18.0,12.1,0.0,0.0,0.0,0.0,370.0,9.0,4.6,1.4,0.0,25.0,0.0,0.0,4.2,317.7,images/Burgers/157.jpg
166,Burgers,"Water, soy protein isolate, soy protein concentrate, vital wheat gluten, wheat starch, expeller pressed canola oil, expeller pressed coconut oil, fermented corn sugar, natural flavors, modified cellulose gum, sea salt, caramel color, beetroot (for color), spices, sunflower oil, onion powder, granulated garlic, citric acid",113.0,250.0,16.0,4.0,0.0,0.0,0.0,0.0,540.0,7.0,0.0,0.4,0.0,19.0,0.0,0.0,3.0,297.7,images/Burgers/166.jpg
184,Burgers,"Broccoli, Kale, Yellow Onion, White Bean, Parsnip, Oat, Pea, Chickpea Flour, Cannellini Bean, Zucchini, White Quinoa, Hemp Seed, Lemon, Spinach, Spirulina, Spice Blend (Ovata Seed, Kosher Salt, Garlic Powder, White Pepper)",113.0,170.0,2.5,2.8,0.0,0.0,0.0,0.0,320.0,26.0,2.3,0.0,0.0,7.0,0.0,0.0,2.0,262.9,images/Burgers/184.jpg
193,Burgers,"Filtered Water, Vital Wheat Gluten, Wheat Protein Isolate (wheat gluten, Trisodium Phosphate, Malic Acid, L-cysteine), Organic Expeller Pressed Palm Fruit Oil, Barley, Garlic, Expeller Pressed Safflower Oil, Onions. Tomato Paste, Celery, Carrots, Yeast Extract (yeast, natural flavor, salt), Onion Powder, Barley Malt Extract, Mushrooms, Sea Salt, Spices, Celery Seed, Balsamic Vinegar, Black Pepper, Shiitake Mushrooms, Porcini Mushroom Powder, Yellow Pea Flour, Cultured Cane Sugar, Vinegar",92.0,240.0,12.0,8.0,0.0,0.0,0.0,0.0,610.0,12.0,4.5,1.1,0.0,21.0,0.0,0.0,1.4,379.5,images/Burgers/193.jpg
194,Burgers,"Water, pea protein concentrates (25%), shea butter, rapeseed oil, flavourings, stabiliser (methylcellulose), vegetable fibres (inulin, potato, pea, carrot, sugar cane, bamboo, citrus), fruit and vegetable concentrates (carrot, beetroot, apple, paprika, hibiscus), extra virgin olive oil, antioxidant (ascorbic acid), iron and vitamin B12.",100.0,207.0,12.0,3.0,0.0,0.0,0.0,0.0,392.0,4.2,3.1,0.7,0.0,19.0,0.0,0.0,10.0,0.0,images/Burgers/194.jpg
204,Burgers,"Water, Soy Protein Concentrate, Reduced Fat Cheddar Cheese (Pasteurized Part-Skim Milk, Cheese Culture, Salt, Enzymes, Annatto [Color], Vitamin A Palmitate), Corn Oil, Wheat Gluten, Contains Less Than 2% Of Malt Extract (For Color), Hydrolyzed Vegetable Protein (Corn, Wheat, And Soy), Methylcellulose, Dried Onion, Cheese Powder (Cheddar Cheese [Milk, Cheese Culture, Salt, Enzymes], Sodium Phosphate, Salt, Cream, Lactic Acid), Salt, Natural Flavor (Non-Meat), Spices, Disodium Guanylate And Disodium Inosinate, Garlic Powder, Sesame Oil, Yeast, Mannitol, Glutamic Acid, Caramel Color",141.0,163.0,5.7,5.9,0.0,0.0,0.0,0.0,546.1,9.9,0.3,0.0,0.0,19.9,0.0,0.0,0.0,0.0,images/Burgers/204.jpg
226,Burgers,"Rehydrated Textured Pea Protein (53%), Water, Shea Oil, Natural Flavouring, Thickeners (Methylcellulose, Konjac, Xanthan Gum), Olive Oil, Potato Starch, Fava Bean Protein Isolate, Colour (Beetroot Red), Apple Extract, Cacao Extract, Pea Fibre, Dextrin, Salt, Iron, Vitamin B12.",100.0,224.0,15.4,5.0,0.0,0.0,0.0,0.0,360.0,5.5,3.0,0.7,0.0,14.3,0.0,0.0,4.9,0.0,images/Burgers/226.jpg
254,Burgers,"Water, Soy Protein Concentrate, Sunflower Oil, Coconut Oil. 2% or less of: Natural Flavors, Methylcellulose, Cultured Dextrose, Food Starch Modified, Yeast Extract, Dextrose, Soy Leghemoglobin, Salt, Vitamin E (Tocopherols), L-Tryptophan, Soy Protein Isolate. Vitamins & Minerals: Zinc, Vitamins (B3, B1, B6, B2, and B12) Contains: Soy",113.0,230.0,13.0,6.0,0.0,0.0,0.0,0.0,370.0,9.0,5.0,1.0,1.0,19.0,0.0,180.0,4.2,700.0,images/Burgers/254.jpg
339,Burgers,"Water, plant protein (soy, pea) (15%), refined coconut fat, refined rapeseed oil, flavourings (contains mustard), thickener (methyl cellulose), maltodextrin, dehydrated potato flakes, mushroom extract, concentrated caramelised pear juice, raising agent (sodium bicarbonate), salt, raspberry juice, vitamin B3, vitamin B6, vitamin B12, iron, zinc, colour (beetroot red).",100.0,170.0,11.0,7.0,0.0,0.0,0.0,0.0,400.0,4.0,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,images/Burgers/339.jpg
346,Burgers,100% USDA Choice Chuck,,420.0,35.0,15.0,0.0,0.0,0.0,110.0,85.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,images/Burgers/346.jpg
414,Burgers,"Water, vegetables (oyster mushrooms, mushrooms, onion), vegetable oil (coconut), vegetable protein (Soya protein, Soya protein isolate, pea protein isolate), Wheat gluten, natural flavouring, starch (Wheat), Oat fibre, thickener (methyl cellulose), Barley malt extract, vinegar, colour (beetroot red), salt, preservative (lactic acid), vitamin B12.",100.0,270.0,19.8,17.6,0.0,0.0,0.0,0.0,440.0,6.1,5.0,0.6,0.0,14.3,0.0,0.0,0.0,0.0,images/Burgers/414.jpg
420,Burgers,"Water, Pea protein, Sunflower oil, Pea and rice protein concentrate, Coconut oil, Natural flavours, Dried yeast, Methylcellulose, Cocoa powder (processed with alkali), Pea fibre, Beet juice powder (colour), Bamboo fibre, Salt, Spinach powder, Vitamin and mineral blend (potassium chloride, magnesium oxide, niacinamide (vitamin B3), thiamin hydrochloride (vitamin B1), copper sulfate, pyridoxine hydrochloride (vitamin B6), folic acid, cyanocobalamin (vitamin B12)).",71.0,170.0,12.0,5.0,0.0,2.9,0.8,0.0,240.0,4.0,1.0,0.0,0.0,12.0,0.0,10.0,3.5,250.0,images/Burgers/420.jpg
458,Burgers,"Water, Refined Canola Oil, Textured Pea Protein, Soy Protein Concentrate, Seasoning {Flavour Enhancer [Ins 631 And Ins 627], Anticaking Agent [Ins 551], Acidity Regulator [Ins 296]}, Thickener (Ins 461), Pea Protein Isolate, Potato Starch.
Contains Permitted Colour [162] And [150c] And Added Flavour(S) [Nature Identical And Natural Flavouring Substances].

",100.0,241.0,16.0,0.6,0.0,0.0,0.0,0.0,591.8,10.0,0.0,1.1,1.3,13.2,0.0,74.4,3.8,471.2,images/Burgers/458.jpg
478,Burgers,"Patty (Water, Pea Protein Blend, Sunflower Oil, Beets, Natural Flavors, Methyl Cellulose, Sweet Potato Puree, Butternut Squash Puree, Carrot Puree, Fruit Juice [Color], Oat Fiber, Sea Salt, Onion Powder), Bun (Water, Whole Wheat Flour, Enriched Wheat Flour [Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Sugar, Wheat Gluten, High Oleic Sunflower Oil, Yeast, Salt, Cultured Wheat Flour, Enzymes, Ascorbic Acid, Gum Acacia)
",132.0,235.0,7.6,12.6,0.0,0.0,0.0,0.0,416.7,27.3,0.0,0.0,1.1,15.2,6.0,0.0,4.2,116.7,images/Burgers/478.jpg
490,Burgers,"Water, Soy Protein Concentrate, Expeller Pressed Canola Oil, Refined Coconut Oil, Soy Flour, Isolated Soy Protein, Yeast Extract (Yeast Extract, Salt, Natural Flavor), Methylcellulose, Seasoning Blend (Sea Salt, Spices, Paprika, Dehydrated Garlic), Cayenne Pepper, Citric Acid.

",113.0,230.0,13.3,14.3,0.0,0.0,0.0,0.0,309.7,9.7,10.9,1.5,0.0,16.8,85.1,0.0,0.0,0.0,images/Burgers/490.jpg
498,Burgers,"Water, Pea Protein, Canola Oil, Shea Oil, Methylcellulose. Less Than 2% Of: Seasoning (Spices (White Pepper, Nutmeg, Coriander), Onion Powder, Sage, Ascorbic Acid (Antioxidant), SunFlower Oil), Coconut Oil, Pea Fiber, Potato Fiber, Natural Flavor, Salt, Rice Protein, Vegetable and Fruit Extracts for Color (Beetroot, Radish, Tomato), Yeast Extract, Ascorbic Acid (Antioxidant), Caramelized Carrot Concentrate, Sage, Coriander, Nutmeg, Carrot Concentrate.",60.0,233.0,15.0,5.8,0.0,0.0,0.0,0.0,600.0,10.0,0.0,1.0,0.0,15.0,0.0,0.0,3.3,0.0,images/Burgers/498.jpg
505,Burgers,"Water, Soy Protein Concentrate, Expeller Pressed Canola Oil, Refined Coconut Oil, Soy Flour, Isolated Soy Protein, Methylcellulose, Yeast Extract (Yeast Extract, Salt, Natural Flavor), Caramel Color, Natural Flavor (Yeast Extract, Maltodextrin, Salt, Natural Flavors, Medium Chain Triglycerides, Acetic Acid, Grill Flavor [from Sunflower Oil], Smoke Flavor), Beet Juice Powder (Maltodextrin, Beet Juice Extract, Citric Acid), Natural Red Color (Glycerin, Beet Juice, Annatto), Citric Acid.",113.0,230.0,15.0,0.0,0.0,0.0,0.0,0.0,230.1,7.1,20.9,0.0,0.0,16.8,0.0,0.0,0.0,371.0,images/Burgers/505.jpg
510,Burgers,"Water, wheat gluten, soy protein concentrate, vegetable oil (corn, canola and/or sunflower), egg whites, calcium caseinate, onion powder. Contains 2% or less of cornstarch, onion and carrot juice concentrate, methylcellulose, natural flavor, salt, soy sauce (fermented soybeans, salt), soy protein isolate, sugar, garlic powder, spices, whey, yeast extract, xanthan gum, tomato paste (tomatoes).",64.0,140.0,6.0,1.0,0.0,0.0,0.0,0.0,320.0,8.0,3.0,2.0,1.0,16.0,0.0,50.0,1.1,230.0,images/Burgers/510.jpg
